,accuracy,loss,val_accuracy,val_loss
0,0.0019685039296746254,4.8662261962890625,0.007874015718698502,4.844115734100342
1,0.008858268149197102,4.8606343269348145,0.007874015718698502,4.8738861083984375
2,0.006889763753861189,4.858320713043213,0.007874015718698502,4.8363037109375
3,0.006889763753861189,4.853540897369385,0.007874015718698502,4.8513898849487305
4,0.003937007859349251,4.85347843170166,0.015748031437397003,4.860015869140625
5,0.007874015718698502,4.821930885314941,0.007874015718698502,4.884352207183838
6,0.012795276008546352,4.82699728012085,0.007874015718698502,6.411768436431885
7,0.006889763753861189,4.777965068817139,0.007874015718698502,12.015190124511719
8,0.015748031437397003,4.7192206382751465,0.007874015718698502,8.158808708190918
9,0.014763779938220978,4.6690568923950195,0.007874015718698502,11.55473518371582
10,0.012795276008546352,4.566109657287598,0.007874015718698502,10.940468788146973
11,0.019685039296746254,4.48060941696167,0.0,6.589803218841553
12,0.01673228293657303,4.45067024230957,0.015748031437397003,7.958409786224365
13,0.015748031437397003,4.437302112579346,0.007874015718698502,9.736907958984375
14,0.010826772078871727,4.376328468322754,0.007874015718698502,7.694141864776611
15,0.009842519648373127,4.369959354400635,0.023622047156095505,5.2409892082214355
16,0.015748031437397003,4.351234436035156,0.015748031437397003,4.822205543518066
17,0.010826772078871727,4.325714111328125,0.007874015718698502,6.27291202545166
18,0.012795276008546352,4.304658889770508,0.007874015718698502,7.413168907165527
19,0.019685039296746254,4.323611259460449,0.007874015718698502,5.704174518585205
20,0.009842519648373127,4.2835187911987305,0.007874015718698502,4.385458469390869
21,0.014763779938220978,4.2977705001831055,0.007874015718698502,4.237269401550293
22,0.01673228293657303,4.256544589996338,0.015748031437397003,4.220308780670166
23,0.02066929079592228,4.252352714538574,0.015748031437397003,4.185765743255615
24,0.015748031437397003,4.26015567779541,0.015748031437397003,4.152021884918213
25,0.01870078779757023,4.263818740844727,0.015748031437397003,4.241770267486572
26,0.012795276008546352,4.247751235961914,0.031496062874794006,4.26206111907959
27,0.009842519648373127,4.225332260131836,0.015748031437397003,5.293819904327393
28,0.019685039296746254,4.187948703765869,0.007874015718698502,9.229232788085938
29,0.015748031437397003,4.206875801086426,0.007874015718698502,7.26792049407959
30,0.019685039296746254,4.210187911987305,0.015748031437397003,6.496834754943848
31,0.015748031437397003,4.1884613037109375,0.007874015718698502,4.822232246398926
32,0.017716536298394203,4.15579891204834,0.015748031437397003,4.942939758300781
33,0.02066929079592228,4.141192436218262,0.007874015718698502,5.069572925567627
34,0.011811023578047752,4.102389335632324,0.015748031437397003,4.660839557647705
35,0.01673228293657303,4.098268985748291,0.015748031437397003,6.4283952713012695
36,0.021653544157743454,4.09182071685791,0.015748031437397003,4.588150501251221
37,0.02460629865527153,4.066992282867432,0.023622047156095505,6.430430889129639
38,0.029527559876441956,4.037773132324219,0.015748031437397003,8.610196113586426
39,0.03248031437397003,4.043143272399902,0.015748031437397003,6.978034973144531
40,0.025590552017092705,4.042430400848389,0.007874015718698502,6.8648834228515625
41,0.02066929079592228,4.019425868988037,0.007874015718698502,9.173774719238281
42,0.02657480351626873,4.005280017852783,0.007874015718698502,9.66205883026123
43,0.02460629865527153,3.988328456878662,0.007874015718698502,8.34859561920166
44,0.02854330651462078,3.9778406620025635,0.023622047156095505,7.27609920501709
45,0.01870078779757023,3.949108839035034,0.007874015718698502,8.795652389526367
46,0.02460629865527153,3.9590344429016113,0.023622047156095505,5.727775573730469
47,0.025590552017092705,3.942786931991577,0.007874015718698502,9.377205848693848
48,0.023622047156095505,3.9364187717437744,0.015748031437397003,7.566667079925537
49,0.02263779565691948,3.912717819213867,0.031496062874794006,4.580718994140625
50,0.031496062874794006,3.8917407989501953,0.015748031437397003,4.675445079803467
51,0.031496062874794006,3.889270782470703,0.015748031437397003,5.094037055969238
52,0.029527559876441956,3.8678410053253174,0.015748031437397003,6.5832390785217285
53,0.03248031437397003,3.8917412757873535,0.015748031437397003,4.483973026275635
54,0.031496062874794006,3.8576884269714355,0.015748031437397003,4.686987400054932
55,0.02066929079592228,3.85439133644104,0.015748031437397003,4.390554428100586
56,0.03444881737232208,3.8392555713653564,0.015748031437397003,4.430521488189697
57,0.027559055015444756,3.8764214515686035,0.015748031437397003,5.998106479644775
58,0.035433072596788406,3.8767735958099365,0.031496062874794006,4.525530815124512
59,0.02066929079592228,3.8727240562438965,0.007874015718698502,10.134976387023926
60,0.03248031437397003,3.7958948612213135,0.023622047156095505,6.4868292808532715
61,0.035433072596788406,3.838444709777832,0.007874015718698502,7.5201263427734375
62,0.021653544157743454,3.797985553741455,0.015748031437397003,15.8638916015625
63,0.04133858159184456,3.7992491722106934,0.007874015718698502,22.817256927490234
64,0.03248031437397003,3.8284478187561035,0.007874015718698502,15.465655326843262
65,0.04133858159184456,3.7805399894714355,0.007874015718698502,13.975869178771973
66,0.03444881737232208,3.771961212158203,0.023622047156095505,10.268708229064941
67,0.029527559876441956,3.7825238704681396,0.007874015718698502,29.60072898864746
68,0.04429133981466293,3.7770140171051025,0.015748031437397003,7.797371864318848
69,0.04429133981466293,3.761018753051758,0.023622047156095505,12.48524284362793
70,0.03444881737232208,3.739448070526123,0.007874015718698502,14.51577091217041
71,0.03444881737232208,3.734736680984497,0.015748031437397003,9.786100387573242
72,0.03740157559514046,3.7161364555358887,0.015748031437397003,6.280971050262451
73,0.042322833091020584,3.713221788406372,0.015748031437397003,6.990872383117676
74,0.03346456587314606,3.6914637088775635,0.023622047156095505,13.205471992492676
